,Accuracy,Runtime,Size,time_saved,acc_lost
0,0.9897,2573.750125169754,1568,0.0,0.0
1,0.9514,2514.6086008548737,784,0.022978735867367716,0.0383
2,0.9333,2449.6711931228638,392,0.04820939330258664,0.056400000000000006
3,0.9363,2414.666111946106,196,0.06181020125765144,0.0534
4,0.8831,2395.4923770427704,98,0.0692599279097564,0.10660000000000003
5,0.7122,2378.449877023697,49,0.07588158859562015,0.27749999999999997
