,Accuracy,Runtime,Size,time_saved,acc_lost
0,0.6745,6607.370340824127,1024,0.07688110212898884,0.0
1,0.6706,7125.010755062103,512,0.0045613101336072935,0.0039000000000000146
2,0.6376,7157.659057855606,256,0.0,0.036900000000000044
3,0.6223,6978.716978788376,128,0.025000084192448285,0.052200000000000024
4,0.5782,6571.826066017151,64,0.08184700990968512,0.09629999999999994
