,Accuracy,Runtime,Size,time_saved,acc_lost
0,0.7137,4302.821709156036,2048,0.0,0.0
1,0.7061,3415.132358312607,1024,0.20630400487068815,0.007600000000000051
2,0.7051,3022.3599429130554,512,0.29758652642247946,0.008600000000000052
3,0.6772,2970.719059944153,256,0.30958815848151067,0.03649999999999998
4,0.6462,2968.235064983368,128,0.31016545290100733,0.0675
5,0.6117,2972.0344257354736,64,0.3092824600630701,0.10199999999999998
