,Accuracy,Runtime,Size,time_saved,acc_lost
0,0.9625,3626.3069067001343,784,0.1446570795476417,0.0
1,0.9533,3443.917690038681,392,0.18767752135028742,0.009199999999999986
2,0.9133,3395.1719999313354,196,0.19917524672450942,0.04920000000000002
3,0.878,4051.382085800171,98,0.044393904240704,0.08450000000000002
4,0.7474,4239.594225883484,49,0.0,0.21510000000000007
